Sensor Type,Sample Time [ns],val1,val2,val3
a,92315495078206,-1.9726562,-9.1640625,-2.1230469
b,92315459199361,202.875,1.1992188,-319.0
w,92315454330592,-0.3137207,-0.9248047,-0.14575195
a,92315505178206,-1.9433594,-9.34375,-2.2089844
b,92315469299361,202.875,1.1992188,-319.0
w,92315464430592,-0.32983398,-0.93115234,-0.14257812
a,92315515278206,-1.890625,-9.6796875,-1.9365234
b,92315479399361,203.75,2.0996094,-318.25
w,92315474530592,-0.32983398,-0.93115234,-0.14257812
a,92315525378206,-1.7900391,-9.7265625,-1.6992188
b,92315489499361,203.75,2.0996094,-318.25
w,92315484630592,-0.26171875,-0.9277344,-0.1394043
a,92315535478206,-1.7451172,-9.4921875,-1.6777344
b,92315499599361,202.25,1.7998047,-319.0
w,92315494730592,-0.23083496,-0.9321289,-0.14257812
a,92315545578206,-1.5888672,-9.4296875,-1.6328125
b,92315509699361,202.25,1.7998047,-319.0
w,92315504830592,-0.22875977,-0.9584961,-0.1574707
a,92315555678206,-1.5458984,-9.625,-1.3876953
b,92315519799361,203.625,2.0996094,-321.0
w,92315514930592,-0.23510742,-0.98535156,-0.1394043
a,92315565778206,-1.59375,-9.6015625,-1.2900391
b,92315529899361,203.625,2.0996094,-321.0
w,92315525030592,-0.25634766,-1.0009766,-0.14575195
a,92315575878206,-1.5771484,-9.515625,-1.3310547
b,92315539999361,204.0,1.5,-318.5
w,92315535130592,-0.33203125,-1.0146484,-0.1595459
a,92315585978206,-1.6064453,-9.484375,-1.3232422
b,92315550099361,203.5,1.5,-321.25
w,92315545230592,-0.44580078,-1.0371094,-0.15637207
a,92315596078206,-1.6679688,-9.71875,-1.2089844
b,92315560199361,203.5,1.5,-321.25
w,92315555330592,-0.5053711,-1.0615234,-0.14685059
a,92315606178206,-1.7851562,-9.828125,-0.99316406
b,92315570299361,204.875,1.7998047,-320.5
w,92315565430592,-0.5180664,-1.0927734,-0.14685059
a,92315616278206,-1.78125,-9.8828125,-1.1416016
b,92315580399361,204.875,1.7998047,-320.5
w,92315575530592,-0.47558594,-1.1005859,-0.15319824
a,92315626378206,-1.7451172,-9.875,-1.2490234
b,92315590499361,203.5,1.5,-320.0
w,92315585630592,-0.4169922,-1.1152344,-0.15856934
a,92315636478206,-1.7304688,-9.7734375,-1.4121094
b,92315600599361,203.5,1.5,-320.0
w,92315595730592,-0.35961914,-1.1269531,-0.16491699
a,92315646578206,-1.8242188,-9.8984375,-1.6972656
b,92315610699361,204.5,1.1992188,-318.75
w,92315605830592,-0.31176758,-1.1103516,-0.17553711
a,92315656678206,-1.8837891,-9.921875,-1.8789062
b,92315620799361,204.5,1.1992188,-318.75
w,92315615930592,-0.29785156,-1.0957031,-0.18408203
a,92315666778206,-1.8955078,-9.796875,-2.1132812
b,92315630899361,205.375,0.89990234,-320.25
w,92315626030592,-0.2915039,-1.0673828,-0.19470215
a,92315676878206,-1.984375,-9.84375,-2.28125
b,92315640999361,204.625,1.1992188,-321.0
w,92315636130592,-0.28295898,-1.0351562,-0.20324707
a,92315686978206,-2.09375,-9.9140625,-2.4179688
b,92315651099361,204.625,1.1992188,-321.0
w,92315646230592,-0.25097656,-1.0029297,-0.2064209
a,92315697078206,-2.0898438,-9.921875,-2.5390625
b,92315661199361,205.5,2.0996094,-320.5
w,92315656330592,-0.1776123,-0.97265625,-0.21386719
a,92315707178206,-2.0214844,-9.8203125,-2.640625
b,92315671299361,205.5,2.0996094,-320.5
w,92315666430592,-0.10534668,-0.93847656,-0.2244873
a,92315717278206,-1.9052734,-9.5625,-2.7910156
b,92315681399361,204.625,2.0996094,-321.0
w,92315676530592,-0.08618164,-0.8959961,-0.23620605
a,92315727378206,-1.7568359,-9.484375,-3.1308594
b,92315691499361,204.625,2.0996094,-321.0
w,92315686630592,-0.14782715,-0.85546875,-0.25
a,92315737478206,-1.6464844,-9.5859375,-3.0859375
b,92315701599361,204.125,1.7998047,-320.5
w,92315696730592,-0.2064209,-0.82666016,-0.2319336
a,92315747578206,-1.6152344,-9.3671875,-2.8105469
b,92315711699361,204.125,1.7998047,-320.5
w,92315706830592,-0.21704102,-0.8051758,-0.21594238
a,92315757678206,-1.5751953,-9.2109375,-2.8535156
b,92315721799361,205.75,2.0996094,-321.5
w,92315716930592,-0.24255371,-0.7807617,-0.2298584
a,92315767778206,-1.4667969,-9.3046875,-3.1191406
b,92315731899361,205.75,2.0996094,-321.5
w,92315727030592,-0.2788086,-0.7573242,-0.2298584
a,92315777878206,-1.3164062,-9.3203125,-3.1425781
b,92315741999361,205.375,2.0996094,-321.0
w,92315737130592,-0.25952148,-0.7446289,-0.21386719
a,92315787978206,-1.2949219,-9.2421875,-3.0195312
b,92315752099361,205.75,1.7998047,-322.0
w,92315747230592,-0.19152832,-0.7265625,-0.20214844
a,92315798078206,-1.3574219,-9.1875,-3.0996094
b,92315762199361,205.75,1.7998047,-322.0
w,92315757330592,-0.12548828,-0.70214844,-0.19787598
a,92315808178206,-1.3476562,-9.25,-3.3027344
b,92315772299361,204.125,2.3984375,-321.75
w,92315767430592,-0.05105591,-0.6743164,-0.18933105
a,92315818278206,-1.4023438,-9.265625,-3.3535156
b,92315782399361,204.125,2.3984375,-321.75
w,92315777530592,0.037231445,-0.640625,-0.16699219
a,92315828378206,-1.453125,-9.296875,-3.4589844
b,92315792499361,204.0,2.0996094,-321.5
w,92315787630592,0.15319824,-0.58496094,-0.14465332
a,92315838478206,-1.4746094,-9.34375,-3.4902344
b,92315802599361,204.0,2.0996094,-321.5
w,92315797730592,0.24365234,-0.52246094,-0.12976074
a,92315848578206,-1.5322266,-9.3046875,-3.46875
b,92315812699361,204.875,3.5996094,-321.75
w,92315807830592,0.26904297,-0.4543457,-0.12451172
a,92315858678206,-1.5458984,-9.2890625,-3.4589844
b,92315822799361,204.875,3.5996094,-321.75
w,92315817930592,0.23828125,-0.38085938,-0.11065674
a,92315868778206,-1.5410156,-9.2578125,-3.2675781
b,92315832899361,204.125,2.6992188,-324.25
w,92315828030592,0.16699219,-0.3244629,-0.10211182
a,92315878878206,-1.5078125,-9.2109375,-3.1425781
b,92315842999361,204.875,3.0,-321.75
w,92315838130592,0.09576416,-0.28076172,-0.0914917
a,92315888978206,-1.4003906,-9.234375,-3.1445312
b,92315853099361,204.875,3.0,-321.75
w,92315848230592,0.04360962,-0.2553711,-0.0925293
a,92315899078206,-1.3876953,-9.2734375,-2.9589844
b,92315863199361,204.875,3.5996094,-325.5
w,92315858330592,0.02659607,-0.24047852,-0.08618164
a,92315909178206,-1.4335938,-9.2890625,-2.8535156
b,92315873299361,204.875,3.5996094,-325.5
w,92315868430592,0.054260254,-0.2244873,-0.07977295
a,92315919278206,-1.2919922,-9.2890625,-2.9199219
b,92315883399361,205.375,2.6992188,-322.0
w,92315878530592,0.10321045,-0.21276855,-0.07977295
a,92315929378206,-1.1513672,-9.171875,-2.9511719
b,92315893499361,205.375,2.6992188,-322.0
w,92315888630592,0.12658691,-0.19470215,-0.07019043
a,92315939478206,-1.1416016,-9.1015625,-2.8496094
b,92315903599361,205.125,2.6992188,-324.25
w,92315898730592,0.10852051,-0.17236328,-0.05532837
a,92315949578206,-1.1318359,-9.1328125,-2.8222656
b,92315913699361,205.125,2.6992188,-324.25
w,92315908830592,0.059570312,-0.14355469,-0.04574585
a,92315959678206,-1.1005859,-9.390625,-2.8945312
b,92315923799361,204.625,3.0,-324.0
w,92315918930592,0.029785156,-0.121276855,-0.027664185
a,92315969778206,-1.1318359,-9.3515625,-2.8417969
b,92315933899361,205.0,3.2988281,-324.5
w,92315929030592,0.008506775,-0.09893799,-0.00957489
a,92315979878206,-1.1875,-9.140625,-3.0371094
b,92315943999361,205.0,3.2988281,-324.5
w,92315939130592,-0.030853271,-0.061706543,0.0031909943
a,92315989978206,-1.2919922,-9.1484375,-3.1972656
b,92315954099361,206.25,2.3984375,-324.25
w,92315949230592,-0.111694336,-0.014892578,0.020217896
a,92316000078206,-1.3876953,-9.1875,-3.171875
b,92315964199361,206.25,2.3984375,-324.25
w,92315959330592,-0.14147949,0.04574585,0.05001831
a,92316010178206,-1.4121094,-9.203125,-3.3007812
b,92315974299361,205.0,2.0996094,-322.0
w,92315969430592,-0.0680542,0.11279297,0.08087158
a,92316020278206,-1.4599609,-9.0703125,-3.3984375
b,92315984399361,205.0,2.0996094,-322.0
w,92315979530592,0.07550049,0.18188477,0.11065674
a,92316030378206,-1.4501953,-8.8671875,-3.5976562
b,92315994499361,204.875,3.8984375,-324.75
w,92315989630592,0.23620605,0.26049805,0.1361084
a,92316040478206,-1.4863281,-8.9765625,-3.6738281
b,92316004599361,204.875,3.8984375,-324.75
w,92315999730592,0.4309082,0.32983398,0.16271973
a,92316050578206,-1.625,-9.296875,-3.6191406
b,92316014699361,205.75,3.5996094,-325.0
w,92316009830592,0.64453125,0.40844727,0.18188477
a,92316060678206,-1.6728516,-9.4609375,-3.4648438
b,92316024799361,205.375,4.1992188,-325.0
w,92316019930592,0.77685547,0.49682617,0.18615723
a,92316070778206,-1.5488281,-9.0546875,-3.4628906
b,92316034899361,205.375,4.1992188,-325.0
w,92316030030592,0.72216797,0.5498047,0.17346191
a,92316080878206,-1.4433594,-8.84375,-3.515625
b,92316044999361,205.875,2.3984375,-324.75
w,92316040130592,0.5180664,0.5957031,0.17016602
a,92316090978206,-1.5361328,-8.9921875,-3.1660156
b,92316055099361,205.875,2.3984375,-324.75
w,92316050230592,0.24902344,0.6147461,0.1850586
a,92316101078206,-1.6230469,-9.21875,-2.6367188
b,92316065199361,205.375,3.2988281,-324.5
w,92316060330592,0.07128906,0.6298828,0.19580078
a,92316111178206,-1.5146484,-9.4296875,-2.4550781
b,92316075299361,205.375,3.2988281,-324.5
w,92316070430592,0.03829956,0.6352539,0.19152832
a,92316121278206,-1.2207031,-9.203125,-2.71875
b,92316085399361,204.5,3.0,-323.5
w,92316080530592,0.10534668,0.6479492,0.18933105
a,92316131378206,-0.8618164,-9.0390625,-3.4941406
b,92316095499361,204.5,3.0,-323.5
w,92316090630592,0.26904297,0.71191406,0.2010498
a,92316141478206,-0.86865234,-9.7734375,-3.6445312
b,92316105599361,205.875,2.3984375,-321.75
w,92316100730592,0.4309082,0.7636719,0.22021484
a,92316151578206,-1.1630859,-9.7578125,-3.2617188
b,92316115699361,204.5,2.3984375,-323.0
w,92316110830592,0.5126953,0.7885742,0.2319336
a,92316161678206,-1.4599609,-9.078125,-3.3476562
b,92316125799361,204.5,2.3984375,-323.0
w,92316120930592,0.52441406,0.91064453,0.23730469
a,92316171778206,-1.6494141,-8.90625,-3.4960938
b,92316135899361,204.625,2.0996094,-325.0
w,92316131030592,0.3605957,1.0263672,0.25219727
a,92316181878206,-1.78125,-9.3828125,-3.5019531
b,92316145999361,204.625,2.0996094,-325.0
w,92316141130592,0.1776123,1.0908203,0.30419922
a,92316191978206,-2.1074219,-9.640625,-2.6425781
b,92316156099361,205.5,2.6992188,-322.5
w,92316151230592,0.08508301,1.1689453,0.33618164
a,92316202078206,-2.4746094,-9.8984375,-1.7998047
b,92316166199361,205.5,2.6992188,-322.5
w,92316161330592,0.18835449,1.2382812,0.35107422
a,92316212178206,-2.4746094,-9.8984375,-1.7998047
b,92316176299361,204.25,3.2988281,-322.75
w,92316171430592,0.3798828,1.2617188,0.32666016
a,92316222278206,-2.2285156,-9.4296875,-2.1035156
b,92316186399361,204.25,3.2988281,-322.75
w,92316181530592,0.6723633,1.3876953,0.34472656
a,92316232378206,-1.2490234,-8.4609375,-4.1289062
b,92316196499361,205.5,2.6992188,-321.75
w,92316191630592,0.9980469,1.6621094,0.39575195
a,92316242478206,-0.7421875,-8.5859375,-6.4414062
b,92316206599361,205.5,2.6992188,-321.75
w,92316201730592,1.2841797,1.8417969,0.38623047
a,92316252578206,-1.0839844,-10.8671875,-6.109375
b,92316216699361,204.875,1.5,-323.0
w,92316211830592,1.2841797,1.8417969,0.38623047
a,92316262678206,-2.0703125,-12.078125,-3.4707031
b,92316226799361,204.5,2.6992188,-323.5
w,92316221930592,1.5058594,1.8925781,0.35961914
a,92316272778206,-2.9121094,-10.765625,-1.1728516
b,92316236899361,204.5,2.6992188,-323.5
w,92316232030592,1.7382812,1.9306641,0.3149414
a,92316282878206,-2.7265625,-9.4609375,-0.9790039
b,92316246999361,205.0,2.3984375,-324.5
w,92316242130592,1.7314453,1.9023438,0.17126465
a,92316292978206,-1.984375,-9.3828125,-0.69873047
b,92316257099361,205.0,2.3984375,-324.5
w,92316252230592,1.3730469,1.7451172,0.07232666
a,92316303078206,-1.6230469,-9.8203125,0.31591797
b,92316267199361,204.5,3.0,-322.5
w,92316262330592,0.86621094,1.5898438,0.031921387
a,92316313178206,-1.5703125,-9.8203125,0.59375
b,92316277299361,204.5,3.0,-322.5
w,92316272430592,0.43408203,1.4941406,-0.032989502
a,92316323278206,-1.2783203,-8.875,-0.37817383
b,92316287399361,204.5,2.6992188,-323.5
w,92316282530592,0.0574646,1.4589844,-0.0670166
a,92316333378206,-0.87109375,-8.4296875,-1.8740234
b,92316297499361,204.5,2.6992188,-323.5
w,92316292630592,-0.23303223,1.4726562,-0.030853271
a,92316343478206,-0.8642578,-9.9453125,-1.8193359
b,92316307599361,203.5,3.2988281,-321.75
w,92316302730592,-0.4416504,1.4990234,0.01914978
a,92316353578206,-1.6630859,-10.9609375,-0.9428711
b,92316317699361,203.25,2.6992188,-322.0
w,92316312830592,-0.5019531,1.5537109,0.06274414
a,92316363678206,-2.390625,-10.8671875,-0.22497559
b,92316327799361,203.25,2.6992188,-322.0
w,92316322930592,-0.22241211,1.6210938,0.09466553
a,92316373778206,-2.6132812,-10.4453125,0.36376953
b,92316337899361,202.875,3.0,-319.0
w,92316333030592,0.109558105,1.6464844,0.09362793
a,92316383878206,-2.4765625,-10.4296875,0.51953125
b,92316347999361,202.875,3.0,-319.0
w,92316343130592,0.3137207,1.5976562,0.061706543
a,92316393978206,-2.1230469,-10.6328125,0.36132812
b,92316358099361,202.75,1.7998047,-320.0
w,92316353230592,0.44580078,1.4794922,0.012763977
a,92316404078206,-1.8193359,-10.484375,0.07897949
b,92316368199361,202.75,1.7998047,-320.0
w,92316363330592,0.56396484,1.3808594,-0.0340271
a,92316414178206,-1.5917969,-9.671875,-0.9790039
b,92316378299361,201.875,2.6992188,-319.75
w,92316373430592,0.56152344,1.3710938,-0.07019043
a,92316424278206,-1.4189453,-8.9453125,-2.2441406
b,92316388399361,201.875,2.6992188,-319.75
w,92316383530592,0.3894043,1.4345703,-0.061706543
a,92316434378206,-1.4794922,-8.609375,-2.1640625
b,92316398499361,202.0,2.6992188,-320.0
w,92316393630592,0.07763672,1.546875,-0.0
a,92316444478206,-2.2832031,-8.9765625,-0.46923828
b,92316408599361,201.25,2.3984375,-319.75
w,92316403730592,-0.18188477,1.6396484,0.060638428
a,92316454578206,-3.0195312,-10.1953125,-0.08856201
b,92316418699361,201.25,2.3984375,-319.75
w,92316413830592,-0.14782715,1.6582031,0.07128906
a,92316464678206,-2.875,-11.171875,-0.8330078
b,92316428799361,202.0,2.6992188,-318.75
w,92316423930592,0.26171875,1.6162109,0.056396484
a,92316474778206,-2.3554688,-11.0,-1.0244141
b,92316438899361,202.0,2.6992188,-318.75
w,92316434030592,0.7841797,1.5595703,0.05105591
a,92316484878206,-1.9414062,-9.84375,-1.2753906
b,92316448999361,200.625,2.3984375,-319.5
w,92316444130592,1.0605469,1.5595703,0.03829956
a,92316494978206,-1.6630859,-8.5234375,-2.1796875
b,92316459099361,200.625,2.3984375,-319.5
w,92316454230592,0.9692383,1.6279297,0.024475098
a,92316505078206,-1.4912109,-7.703125,-2.5996094
b,92316469199361,200.125,3.5996094,-319.0
w,92316464330592,0.6147461,1.7558594,0.035095215
a,92316515178206,-1.8955078,-8.4765625,-1.6757812
b,92316479299361,200.125,3.5996094,-319.0
w,92316474430592,0.20751953,1.8535156,0.05319214
a,92316525278206,-2.5039062,-9.8828125,-0.6220703
b,92316489399361,200.125,3.5996094,-317.25
w,92316484530592,-0.07342529,1.8535156,0.061706543
a,92316535378206,-2.7226562,-10.46875,0.33496094
b,92316499499361,199.25,2.0996094,-317.0
w,92316494630592,0.024475098,1.7714844,0.08300781
a,92316545478206,-2.4648438,-10.4296875,0.59375
b,92316509599361,199.25,2.0996094,-317.0
w,92316504730592,0.34350586,1.6669922,0.07232666
a,92316555578206,-1.9628906,-10.09375,0.32543945
b,92316519699361,199.625,4.1992188,-317.5
w,92316514830592,0.5756836,1.5341797,0.021270752
a,92316565678206,-1.4882812,-9.40625,-0.33984375
b,92316529799361,199.625,4.1992188,-317.5
w,92316524930592,0.57666016,1.4345703,-0.010635376
a,92316575778206,-1.0986328,-8.0703125,-1.7685547
b,92316539899361,198.25,3.0,-317.0
w,92316535030592,0.36914062,1.4443359,-0.005317688
a,92316585878206,-1.0244141,-7.765625,-2.0546875
b,92316549999361,198.25,3.0,-317.0
w,92316545130592,0.046813965,1.4882812,0.025527954
a,92316595978206,-1.5146484,-8.3671875,-0.53125
b,92316560099361,198.75,3.2988281,-316.0
w,92316555230592,-0.40014648,1.5390625,0.09362793
a,92316606078206,-2.421875,-9.1796875,1.2109375
b,92316570199361,198.75,3.2988281,-316.0
w,92316565330592,-0.6455078,1.5703125,0.17126465
a,92316616178206,-2.7480469,-10.2109375,0.8305664
b,92316580299361,197.5,3.2988281,-314.0
w,92316575430592,-0.47973633,1.5322266,0.19152832
a,92316626278206,-2.234375,-10.796875,-0.0670166
b,92316590399361,196.875,3.2988281,-316.5
w,92316585530592,-0.0287323,1.4111328,0.17443848
a,92316636378206,-1.7041016,-10.34375,-0.34936523
b,92316600499361,196.875,3.2988281,-316.5
w,92316595630592,0.3798828,1.3203125,0.17016602
a,92316646478206,-1.6201172,-9.109375,-0.5625
b,92316610599361,197.5,2.3984375,-314.0
w,92316605730592,0.45751953,1.2851562,0.1776123
a,92316656578206,-1.6445312,-8.15625,-0.95751953
b,92316620699361,197.5,2.3984375,-314.0
w,92316615830592,0.21496582,1.28125,0.19470215
a,92316666678206,-1.6513672,-8.2109375,-1.0576172
b,92316630799361,197.0,1.5,-314.25
w,92316625930592,-0.14465332,1.3085938,0.23400879
a,92316676778206,-1.9990234,-8.875,-0.10290527
b,92316640899361,197.0,1.5,-314.25
w,92316636030592,-0.4033203,1.3378906,0.28930664
a,92316686878206,-2.546875,-9.8203125,0.7133789
b,92316650999361,196.375,2.6992188,-314.25
w,92316646130592,-0.38305664,1.3183594,0.32666016
a,92316696978206,-2.6992188,-10.59375,0.45483398
b,92316661099361,196.375,2.6992188,-314.25
w,92316656230592,-0.08935547,1.2373047,0.3203125
a,92316707078206,-2.390625,-10.65625,0.16040039
b,92316671199361,197.0,2.3984375,-313.75
w,92316666330592,0.3149414,1.1201172,0.28710938
a,92316717178206,-2.125,-10.0703125,0.01675415
b,92316681299361,197.0,2.3984375,-313.75
w,92316676430592,0.5913086,1.0214844,0.27124023
a,92316727278206,-2.0429688,-9.3671875,-0.19152832
b,92316691399361,195.625,2.6992188,-314.25
w,92316686530592,0.60302734,0.9448242,0.26391602
a,92316737378206,-1.9072266,-8.7421875,-0.72753906
b,92316701499361,196.875,2.6992188,-313.5
w,92316696630592,0.39038086,0.91503906,0.25
a,92316747478206,-1.6396484,-8.625,-1.5800781
b,92316711599361,196.875,2.6992188,-313.5
w,92316706730592,0.12658691,0.95654297,0.25097656
a,92316757578206,-1.7089844,-9.46875,-1.3808594
b,92316721699361,195.5,2.6992188,-312.75
w,92316716830592,-0.09680176,1.0087891,0.26904297
a,92316767678206,-2.1894531,-9.8671875,-0.5361328
b,92316731799361,195.5,2.6992188,-312.75
w,92316726930592,-0.26708984,1.0234375,0.3190918
a,92316777778206,-2.4335938,-9.765625,-0.4091797
b,92316741899361,195.625,3.0,-312.5
w,92316737030592,-0.21704102,1.0371094,0.3605957
a,92316787878206,-2.3828125,-9.8828125,-0.60791016
b,92316751999361,195.625,3.0,-312.5
w,92316747130592,-0.027664185,1.0263672,0.36279297
a,92316797978206,-2.2324219,-10.046875,-0.9213867
b,92316762099361,196.375,2.3984375,-313.75
w,92316757230592,0.111694336,0.98291016,0.35205078
a,92316808078206,-2.1679688,-9.8515625,-1.1777344
b,92316772199361,196.375,2.3984375,-313.75
w,92316767330592,0.1574707,0.93115234,0.34887695
a,92316818178206,-2.1367188,-9.4921875,-1.3574219
b,92316782299361,195.25,2.6992188,-313.0
w,92316777430592,0.13513184,0.90234375,0.35742188
a,92316828278206,-1.9482422,-9.1015625,-1.6806641
b,92316792399361,196.125,2.6992188,-312.25
w,92316787530592,0.06384277,0.9169922,0.3659668
a,92316838378206,-1.7304688,-8.921875,-2.1328125
b,92316802499361,196.125,2.6992188,-312.25
w,92316797630592,-0.012763977,0.9819336,0.37768555
a,92316848478206,-1.8769531,-9.3125,-1.6923828
b,92316812599361,195.0,1.5,-313.0
w,92316807730592,-0.05001831,1.0449219,0.39892578
a,92316858578206,-2.3046875,-9.8125,-0.81152344
b,92316822699361,195.0,1.5,-313.0
w,92316817830592,-0.04788208,1.0644531,0.41503906
a,92316868678206,-2.4824219,-10.140625,-0.66552734
b,92316832799361,194.625,1.7998047,-310.0
w,92316827930592,0.07550049,1.0566406,0.39892578
a,92316878778206,-2.2949219,-10.28125,-0.9741211
b,92316842899361,194.625,1.7998047,-310.0
w,92316838030592,0.30859375,1.0029297,0.3701172
a,92316888878206,-2.0507812,-10.1796875,-1.0742188
b,92316852999361,196.375,1.5,-313.0
w,92316848130592,0.5209961,0.9223633,0.35107422
a,92316898978206,-1.9033203,-9.7578125,-1.0986328
b,92316863099361,196.375,1.5,-313.0
w,92316858230592,0.6147461,0.8510742,0.34155273
a,92316909078206,-1.859375,-9.3125,-1.1269531
b,92316873199361,194.5,2.0996094,-311.0
w,92316868330592,0.59472656,0.81689453,0.3371582
a,92316919178206,-1.8095703,-8.90625,-1.0957031
b,92316883299361,196.125,1.5,-312.25
w,92316878430592,0.44677734,0.8203125,0.32226562
a,92316929278206,-1.8476562,-8.7265625,-0.79003906
b,92316893399361,196.125,1.5,-312.25
w,92316888530592,0.20324707,0.82470703,0.30322266
a,92316939378206,-2.0898438,-8.9921875,-0.3996582
b,92316903499361,196.0,2.0996094,-312.5
w,92316898630592,-0.05105591,0.82470703,0.30737305
a,92316949478206,-2.3222656,-9.4140625,-0.5839844
b,92316913599361,196.0,2.0996094,-312.5
w,92316908730592,-0.25317383,0.8051758,0.30322266
a,92316959578206,-2.2636719,-9.828125,-0.8925781
b,92316923699361,195.625,2.3984375,-310.75
w,92316918830592,-0.30004883,0.76171875,0.30859375
a,92316969678206,-2.2636719,-9.828125,-0.8925781
b,92316933799361,195.625,2.3984375,-310.75
w,92316928930592,-0.23937988,0.7285156,0.32763672
a,92316979778206,-2.1347656,-9.9296875,-0.99560547
b,92316943899361,196.125,2.0996094,-311.0
w,92316939030592,-0.16699219,0.7104492,0.3479004
a,92316989878206,-2.1328125,-9.8046875,-0.8618164
b,92316953999361,196.125,2.0996094,-311.0
w,92316949130592,-0.1149292,0.68408203,0.36279297
a,92316999978206,-2.2167969,-9.65625,-0.25610352
b,92316964099361,196.375,0.5996094,-310.0
w,92316959230592,-0.1149292,0.68408203,0.36279297
a,92317010078206,-2.3554688,-9.640625,0.3996582
b,92316974199361,195.875,1.5,-311.5
w,92316969330592,-0.05532837,0.65722656,0.36816406
a,92317020178206,-2.5820312,-9.8671875,1.0458984
b,92316984299361,195.875,1.5,-311.5
w,92316979430592,0.027664185,0.58203125,0.34887695
a,92317030278206,-2.59375,-10.2421875,1.2568359
b,92316994399361,195.125,0.89990234,-309.25
w,92316989530592,0.16174316,0.44360352,0.31591797
a,92317040378206,-2.3652344,-10.515625,1.1435547
b,92317004499361,195.125,0.89990234,-309.25
w,92316999630592,0.3095703,0.3010254,0.26708984
a,92317050478206,-2.1582031,-10.1875,1.1914062
b,92317014599361,195.25,0.89990234,-312.0
w,92317009730592,0.39038086,0.1574707,0.21496582
a,92317060578206,-2.0644531,-9.6953125,1.2441406
b,92317024699361,195.25,0.89990234,-312.0
w,92317019830592,0.3552246,0.044677734,0.19787598
a,92317070678206,-2.0820312,-9.5078125,1.1894531
b,92317034799361,196.375,0.5996094,-310.0
w,92317029930592,0.17236328,-0.039367676,0.17443848
a,92317080778206,-2.0332031,-9.796875,1.0771484
b,92317044899361,196.375,0.5996094,-310.0
w,92317040030592,-0.07977295,-0.121276855,0.1361084
a,92317090878206,-1.953125,-10.2578125,0.8833008
b,92317054999361,195.625,0.89990234,-310.75
w,92317050130592,-0.23510742,-0.1809082,0.11279297
a,92317100978206,-1.8808594,-10.5703125,0.5913086
b,92317065099361,196.875,1.5,-311.5
w,92317060230592,-0.21704102,-0.20214844,0.09893799
a,92317111078206,-1.8310547,-10.6171875,0.2944336
b,92317075199361,196.875,1.5,-311.5
w,92317070330592,-0.0904541,-0.20532227,0.08508301
a,92317121178206,-1.7783203,-10.546875,-0.06463623
b,92317085299361,196.125,0.2998047,-310.5
w,92317080430592,0.061706543,-0.19360352,0.07446289
a,92317131278206,-1.8642578,-10.578125,-0.51708984
b,92317095399361,196.125,0.2998047,-310.5
w,92317090530592,0.20422363,-0.16809082,0.058502197
a,92317141378206,-2.0097656,-10.4921875,-0.79003906
b,92317105499361,196.0,1.5,-310.75
w,92317100630592,0.31054688,-0.14575195,0.03616333
a,92317151478206,-1.9941406,-10.2734375,-1.1132812
b,92317115599361,196.0,1.5,-310.75
w,92317110730592,0.37768555,-0.123413086,0.015960693
a,92317161578206,-2.0546875,-10.125,-1.3808594
b,92317125699361,196.875,1.7998047,-311.0
w,92317120830592,0.3798828,-0.10748291,-0.00957489
a,92317171678206,-2.1484375,-9.8515625,-1.5292969
b,92317135799361,196.875,1.7998047,-311.0
w,92317130930592,0.27539062,-0.11810303,-0.0287323
a,92317181778206,-2.2324219,-9.6796875,-1.7929688
b,92317145899361,196.375,0.89990234,-312.5
w,92317141030592,0.14355469,-0.12658691,-0.035095215
a,92317191878206,-2.2910156,-9.796875,-2.0117188
b,92317155999361,196.375,0.89990234,-312.5
w,92317151130592,0.027664185,-0.12658691,-0.044677734
a,92317201978206,-2.3300781,-9.734375,-1.9550781
b,92317166099361,196.5,2.3984375,-311.5
w,92317161230592,-0.04360962,-0.15527344,-0.04574585
a,92317212078206,-2.2207031,-9.640625,-1.859375
b,92317176199361,195.875,0.89990234,-312.25
w,92317171330592,-0.035095215,-0.16601562,-0.046813965
a,92317222178206,-2.1777344,-9.484375,-1.7763672
b,92317186299361,195.875,0.89990234,-312.25
w,92317181430592,-0.0031909943,-0.14465332,-0.06274414
a,92317232278206,-2.1914062,-9.2421875,-1.8027344
b,92317196399361,196.0,2.0996094,-312.0
w,92317191530592,0.005317688,-0.12658691,-0.0670166
a,92317242378206,-2.1679688,-9.0546875,-1.9072266
b,92317206499361,196.0,2.0996094,-312.0
w,92317201630592,-0.014892578,-0.1159668,-0.06274414
a,92317252478206,-2.1210938,-9.0703125,-1.859375
b,92317216599361,196.5,0.89990234,-312.25
w,92317211730592,-0.032989502,-0.09680176,-0.058502197
a,92317262578206,-2.1269531,-9.1015625,-1.7421875
b,92317226699361,196.5,0.89990234,-312.25
w,92317221830592,-0.030853271,-0.07232666,-0.052124023
a,92317272678206,-2.09375,-9.140625,-1.6445312
b,92317236799361,196.5,0.89990234,-311.5
w,92317231930592,-0.014892578,-0.037231445,-0.04574585
a,92317282778206,-2.1035156,-9.15625,-1.5703125
b,92317246899361,196.5,0.89990234,-311.5
w,92317242030592,-0.00957489,-0.0063819885,-0.039367676
a,92317292878206,-2.1386719,-9.2421875,-1.3857422
b,92317256999361,197.0,1.1992188,-310.75
w,92317252130592,-0.010635376,0.0063819885,-0.0287323
