Sample Time [ns],Sensor Type,val1,val2,val3
92434813298521,1,-0.5551758,-9.90625,-0.5864258
92434804722522,2,195.125,5.3984375,-320.5
92434794612906,3,0.011703491,-0.7573242,0.056396484
92434823398521,1,-0.7373047,-9.8671875,-0.6845703
92434814822522,2,194.125,5.0976562,-320.5
92434804712906,3,-0.060638428,-0.7446289,0.07977295
92434833498521,1,-0.9189453,-10.03125,-0.6508789
92434824922522,2,194.5,5.6992188,-319.5
92434814812906,3,-0.0914917,-0.7402344,0.13720703
92434843598521,1,-0.99560547,-10.125,-0.48120117
92434835022522,2,194.5,5.6992188,-319.5
92434824912906,3,-0.046813965,-0.73828125,0.1850586
92434853698521,1,-0.9838867,-10.234375,-0.3876953
92434845122522,2,195.5,5.6992188,-320.5
92434835012906,3,0.029785156,-0.7597656,0.19250488
92434863798521,1,-0.8544922,-10.3046875,-0.30151367
92434855222522,2,195.5,5.6992188,-320.5
92434845112906,3,0.08831787,-0.79345703,0.1829834
92434873898521,1,-0.81640625,-10.328125,-0.32543945
92434865322522,2,195.125,6,-320.5
92434855212906,3,0.12768555,-0.8095703,0.17346191
92434883998521,1,-0.7919922,-10.125,-0.35180664
92434875422522,2,195.125,6,-320.5
92434865312906,3,0.17443848,-0.8051758,0.18725586
92434894098521,1,-0.859375,-9.8359375,-0.33276367
92434885522522,2,196,6.5976562,-321.5
92434875412906,3,0.23937988,-0.7788086,0.21911621
92434904198521,1,-0.87109375,-9.7109375,-0.36865234
92434895622522,2,196,6.5976562,-321.5
92434885512906,3,0.33398438,-0.73291016,0.26489258
92434914298521,1,-0.6152344,-9.8203125,-0.12683105
92434905722522,2,196.375,6,-322.75
92434895612906,3,0.46289062,-0.6923828,0.3203125
92434924398521,1,-0.28466797,-9.921875,-0.028717041
92434915822522,2,196.75,6.296875,-322.75
92434905712906,3,0.5966797,-0.6435547,0.35961914
92434934498521,1,-0.06463623,-9.9765625,-0.10772705
92434925922522,2,196.75,6.296875,-322.75
92434915812906,3,0.65966797,-0.58740234,0.39575195
92434944598521,1,0.22973633,-9.96875,-0.08856201
92434936022522,2,197.875,6.296875,-323
92434925912906,3,0.65966797,-0.54345703,0.42456055
92434954698521,1,0.4453125,-10.1328125,0.0143585205
92434946122522,2,197.875,6.296875,-323
92434936012906,3,0.6616211,-0.5073242,0.4362793
92434964798521,1,0.33740234,-10.3671875,-0.05984497
92434956222522,2,197,6.296875,-324.5
92434946112906,3,0.6796875,-0.4819336,0.42333984
92434974898521,1,0.25854492,-10.4765625,-0.33276367
92434966322522,2,197,6.296875,-324.5
92434956212906,3,0.67578125,-0.4638672,0.40966797
92434984998521,1,0.31835938,-10.296875,-0.51708984
92434976422522,2,198.375,5.6992188,-325
92434966312906,3,0.6074219,-0.45532227,0.4033203
92434995098521,1,0.31835938,-10.296875,-0.51708984
92434986522522,2,198.375,5.6992188,-325
92434976412906,3,0.46606445,-0.44580078,0.39038086
92435005198521,1,0.29907227,-10.3125,-0.22741699
92434996622522,2,198.25,6.8984375,-325.5
92434986512906,3,0.29785156,-0.46801758,0.32226562
92435015298521,1,0.13879395,-10.6953125,0.15319824
92435006722522,2,198.25,6.296875,-326.5
92434996612906,3,0.21594238,-0.5136719,0.19250488
92435025398521,1,0.18432617,-10.84375,0.04309082
92435016822522,2,198.25,6.296875,-326.5
92435006712906,3,0.27539062,-0.5288086,0.07977295
92435035498521,1,0.30151367,-10.5546875,-0.2800293
92435026922522,2,200,5.6992188,-326.5
92435016812906,3,0.27539062,-0.5288086,0.07977295
92435045598521,1,0.2680664,-10.15625,-0.47631836
92435037022522,2,200,5.6992188,-326.5
92435026912906,3,0.40014648,-0.48095703,0.00957489
92435055698521,1,-0.0071792603,-9.8515625,-0.5649414
92435047122522,2,198.625,6.5976562,-326
92435037012906,3,0.51464844,-0.40112305,-0.020217896
92435065798521,1,-0.114868164,-9.703125,-0.63671875
92435057222522,2,198.625,6.5976562,-326
92435047112906,3,0.6508789,-0.34155273,-0.029785156
92435075898521,1,-0.11730957,-9.5625,-0.51708984
92435067322522,2,199,6.8984375,-327.75
92435057212906,3,0.8066406,-0.32861328,-0.039367676
92435085998521,1,-0.2680664,-9.46875,-0.46191406
92435077422522,2,199,6.8984375,-327.75
92435067312906,3,0.9248047,-0.33081055,-0.06384277
92435096098521,1,-0.0335083,-9.484375,-0.40698242
92435087522522,2,198.375,7.5,-328
92435077412906,3,0.92871094,-0.3425293,-0.1149292
92435106198521,1,0.04788208,-9.390625,-0.35180664
92435097622522,2,198.75,7.1992188,-329.25
92435087512906,3,0.8105469,-0.32666016,-0.1776123
92435116298521,1,-0.27270508,-9.3671875,-0.49536133
92435107722522,2,198.75,7.1992188,-329.25
92435097612906,3,0.6455078,-0.29467773,-0.22338867
92435126398521,1,-0.57666016,-9.296875,-0.55029297
92435117822522,2,198.625,8.09375,-329.5
92435107712906,3,0.4765625,-0.2956543,-0.2479248
92435136498521,1,-0.8232422,-9.1171875,-0.60302734
92435127922522,2,198.625,8.09375,-329.5
92435117812906,3,0.27539062,-0.31713867,-0.27026367
92435146598521,1,-1.0214844,-8.9609375,-0.6508789
92435138022522,2,197.875,7.796875,-330.75
92435127912906,3,0.03829956,-0.35009766,-0.2722168
92435156698521,1,-0.890625,-9.1015625,-0.47875977
92435148122522,2,197.875,7.796875,-330.75
92435138012906,3,-0.15002441,-0.37768555,-0.26586914
92435166798521,1,-0.9213867,-9.2265625,-0.21057129
92435158222522,2,199.125,6.5976562,-329.25
92435148112906,3,-0.21069336,-0.37548828,-0.25952148
92435176898521,1,-0.9453125,-9.4609375,-0.07421875
92435168322522,2,199.125,6.5976562,-329.25
92435158212906,3,-0.11810303,-0.3479004,-0.24902344
92435186998521,1,-0.57666016,-9.328125,0.02394104
92435178422522,2,198.25,7.796875,-331.5
92435168312906,3,0.0914917,-0.30419922,-0.22131348
92435197098521,1,-0.2512207,-9.0234375,0.24414062
92435188522522,2,197.75,7.796875,-330.5
92435178412906,3,0.37670898,-0.24365234,-0.16064453
92435207198521,1,-0.43310547,-9.0859375,0.4165039
92435198622522,2,197.75,7.796875,-330.5
92435188512906,3,0.69384766,-0.18408203,-0.08190918
92435217298521,1,-0.4165039,-9.4609375,0.859375
92435208722522,2,197.75,7.796875,-331
92435198612906,3,1.0205078,-0.1394043,-0.008506775
92435227398521,1,-0.10772705,-9.6015625,1.3330078
92435218822522,2,197.75,7.796875,-331
92435208712906,3,1.2060547,-0.12658691,0.012763977
92435237498521,1,0,-9.5859375,1.6181641
92435228922522,2,199.125,6.5976562,-332.25
92435218812906,3,1.1416016,-0.1394043,-0.008506775
92435247598521,1,0.12683105,-9.6171875,1.5751953
92435239022522,2,199.125,6.5976562,-332.25
92435228912906,3,0.7895508,-0.15527344,-0.041503906
92435257698521,1,0.5048828,-9.59375,1.2441406
92435249122522,2,197.75,7.1992188,-333
92435239012906,3,0.30419922,-0.14575195,-0.05319214
92435267798521,1,0.6152344,-9.59375,1.2636719
92435259222522,2,197.75,7.1992188,-333
92435249112906,3,-0.09466553,-0.10321045,-0.015960693
92435277898521,1,0.20349121,-10.03125,1.6845703
92435269322522,2,198.625,7.5,-333.25
92435259212906,3,-0.28710938,-0.042541504,0.024475098
92435287998521,1,-0.114868164,-10.6171875,1.859375
92435279422522,2,198.625,7.5,-333.25
92435269312906,3,-0.24365234,-0.0340271,0.0010633469
92435298098521,1,0.12683105,-10.578125,1.7851562
92435289522522,2,197,7.5,-333.5
92435279412906,3,0.0031909943,-0.08618164,-0.07232666
92435308198521,1,0.13879395,-10.296875,1.4980469
92435299622522,2,199,7.5,-333.75
92435289512906,3,0.32128906,-0.14892578,-0.13293457
92435318298521,1,0.09576416,-9.9609375,1.0625
92435309722522,2,199,7.5,-333.75
92435299612906,3,0.5839844,-0.20007324,-0.1809082
92435328398521,1,0.29907227,-9.515625,0.72509766
92435319822522,2,196.875,9,-334.5
92435309712906,3,0.7988281,-0.20214844,-0.1829834
92435338498521,1,0.2944336,-9.078125,0.38305664
92435329922522,2,196.875,9,-334.5
92435319812906,3,1.015625,-0.111694336,-0.12658691
92435348598521,1,-0.071777344,-8.9609375,0.30395508
92435340022522,2,197.375,8.6953125,-336
92435329912906,3,1.0986328,0.02659607,-0.056396484
92435358698521,1,-0.55029297,-9.125,0.54345703
92435350122522,2,197.375,8.6953125,-336
92435340012906,3,0.92041016,0.12451172,0.010635376
92435368798521,1,-0.42358398,-9.1328125,0.87841797
92435360222522,2,198.375,8.09375,-334.75
92435350112906,3,0.56591797,0.12658691,0.042541504
92435378898521,1,-0.16516113,-9.4140625,1.3212891
92435370322522,2,198.375,8.09375,-334.75
92435360212906,3,0.22558594,0.09466553,0.060638428
92435388998521,1,-0.057434082,-9.9765625,1.6181641
92435380422522,2,196.75,8.6953125,-336
92435370312906,3,0.01701355,0.0680542,0.035095215
92435399098521,1,0.18908691,-10.1171875,1.5654297
92435390522522,2,197.875,8.3984375,-336.25
92435380412906,3,0,0.0670166,-0.025527954
92435409198521,1,0.2775879,-9.8125,1.3066406
92435400622522,2,197.875,8.3984375,-336.25
92435390512906,3,0.16381836,0.10211182,-0.06488037
92435419298521,1,0.10772705,-9.3828125,1.2705078
92435410722522,2,197.5,8.6953125,-335
92435400612906,3,0.42651367,0.13720703,-0.08300781
92435429398521,1,-0.2775879,-8.9921875,1.0292969
92435420822522,2,197.5,8.6953125,-335
92435410712906,3,0.6870117,0.14575195,-0.10534668
92435439498521,1,-0.4404297,-8.7109375,0.859375
92435430922522,2,197.375,7.5,-336.5
92435420812906,3,0.8925781,0.10852051,-0.10424805
92435449598521,1,-0.44750977,-8.5625,1.0771484
92435441022522,2,197.375,7.5,-336.5
92435430912906,3,0.9873047,0.0670166,-0.08404541
92435459698521,1,-0.30151367,-8.453125,1.1298828
92435451122522,2,197.875,8.3984375,-337.5
92435441012906,3,0.81396484,0.060638428,-0.0925293
92435469798521,1,-0.08618164,-8.1953125,1.0820312
92435461222522,2,197.875,8.3984375,-337.5
92435451112906,3,0.39160156,0.08404541,-0.0904541
92435479898521,1,0.04788208,-7.984375,1.1220703
92435471322522,2,197,8.09375,-337.75
92435461212906,3,-0.04574585,0.119140625,-0.0670166
92435489998521,1,-0.0335083,-8.1875,1.3974609
92435481422522,2,198.125,8.09375,-337.75
92435471312906,3,-0.31054688,0.14465332,-0.031921387
92435500098521,1,-0.31103516,-8.6171875,1.4697266
92435491522522,2,198.125,8.09375,-337.75
92435481412906,3,-0.32226562,0.1159668,-0.032989502
92435510198521,1,-0.296875,-8.5,1.1416016
92435501622522,2,196.875,7.796875,-337.5
92435491512906,3,-0.1340332,0.04788208,-0.05319214
92435520298521,1,-0.20825195,-8.125,0.81152344
92435511722522,2,196.875,7.796875,-337.5
92435501612906,3,0.0680542,-0.013832092,-0.046813965
92435530398521,1,-0.16992188,-8.0703125,0.87353516
92435521822522,2,197.25,7.796875,-337.5
92435511712906,3,0.14355469,-0.05001831,-0.007446289
92435540498521,1,-0.2154541,-8.2890625,1.2441406
92435531922522,2,197.25,7.796875,-337.5
92435521812906,3,0.121276855,-0.020217896,0.041503906
92435550598521,1,-0.20349121,-8.46875,1.3857422
92435542022522,2,197.5,9,-336.75
92435531912906,3,0.022338867,0.05001831,0.06384277
92435560698521,1,-0.02394104,-8.5703125,1.6992188
92435552122522,2,197.5,9,-336.75
92435542012906,3,-0.1149292,0.10748291,0.0914917
92435570798521,1,-0.0335083,-8.9296875,2.0410156
92435562222522,2,197.25,7.796875,-338.5
92435552112906,3,-0.20751953,0.14782715,0.1149292
92435580898521,1,0.12445068,-9.421875,2.2636719
92435572322522,2,199,7.796875,-338
92435562212906,3,-0.25634766,0.1595459,0.1149292
92435590998521,1,0.13635254,-9.7265625,2.5839844
92435582422522,2,199,7.796875,-338
92435572312906,3,-0.26586914,0.15527344,0.109558105
92435601098521,1,-0.093322754,-9.8984375,2.5527344
92435592522522,2,198.625,7.796875,-336.75
92435582412906,3,-0.25219727,0.123413086,0.08721924
92435611198521,1,-0.03829956,-9.90625,2.234375
92435602622522,2,198.625,7.796875,-336.75
92435592512906,3,-0.21069336,0.06488037,0.05532837
92435621298521,1,-0.05984497,-9.875,2.2734375
92435612722522,2,197.25,8.3984375,-336.75
92435602612906,3,-0.1361084,0.05001831,0.0680542
92435631398521,1,-0.16748047,-9.78125,2.3886719
92435622822522,2,197.25,8.3984375,-336.75
92435612712906,3,-0.041503906,0.0914917,0.0914917
92435641498521,1,-0.026321411,-9.8046875,2.1953125
92435632922522,2,197.875,7.5,-335
92435622812906,3,0.0904541,0.16491699,0.10852051
92435651598521,1,0.33984375,-9.765625,2.1738281
92435643022522,2,197.875,7.5,-335
92435632912906,3,0.24365234,0.23083496,0.12658691
92435661698521,1,0.7133789,-9.625,2.1679688
92435653122522,2,198.75,8.09375,-335.25
92435643012906,3,0.3605957,0.30639648,0.11279297
92435671798521,1,0.93115234,-9.4609375,1.9169922
92435663222522,2,197.75,7.1992188,-337.75
92435653112906,3,0.35009766,0.35424805,0.041503906
92435681898521,1,0.7109375,-9.3828125,1.4912109
92435673322522,2,197.75,7.1992188,-337.75
92435663212906,3,0.2680664,0.35107422,-0.029785156
92435691998521,1,0.114868164,-9.34375,0.58154297
92435683422522,2,198.625,7.5,-336.25
92435673312906,3,0.21386719,0.30419922,-0.08300781
92435702098521,1,-0.08135986,-8.8671875,-0.28466797
92435693522522,2,198.625,7.5,-336.25
92435683412906,3,0.18835449,0.2319336,-0.10748291
92435712198521,1,-0.028717041,-8.296875,-0.6459961
92435703622522,2,197.75,8.3984375,-337.75
92435693512906,3,0.12658691,0.2084961,-0.07873535
92435722298521,1,-0.17712402,-8.140625,-0.81396484
92435713722522,2,197.75,8.3984375,-337.75
92435703612906,3,-0.044677734,0.27661133,-0.041503906
92435732398521,1,-0.0071792603,-7.9648438,-0.89501953
92435723822522,2,197.75,8.09375,-338.25
92435713712906,3,-0.25854492,0.38085938,-0.02659607
92435742498521,1,0.5288086,-7.515625,-1.0244141
92435733922522,2,197.75,8.09375,-338.25
92435723812906,3,-0.3894043,0.51171875,-0.015960693
92435752598521,1,1.03125,-7.1601562,-1.1083984
92435744022522,2,198.75,8.09375,-335.25
92435733912906,3,-0.44677734,0.6489258,-0.022338867
92435762698521,1,1.2705078,-7.2539062,-0.9667969
92435754122522,2,197.5,8.3984375,-335.5
92435744012906,3,-0.49902344,0.7519531,-0.05319214
92435772798521,1,1.0146484,-7.3085938,-1.1962891
92435764222522,2,197.5,8.3984375,-335.5
92435754112906,3,-0.5263672,0.8457031,-0.08721924
92435782898521,1,1.0146484,-7.3085938,-1.1962891
92435774322522,2,198.375,8.09375,-334.75
92435764212906,3,-0.47021484,0.9277344,-0.07659912
92435792998521,1,0.05984497,-7.5117188,-1.7138672
92435784422522,2,198.375,8.09375,-334.75
92435774312906,3,-0.40014648,0.93847656,0.0063819885
92435803098521,1,-0.6152344,-8.1015625,-1.2949219
92435794522522,2,196.875,9,-332
92435784412906,3,-0.3659668,0.94140625,0.09576416
92435813198521,1,-0.7753906,-8.125,-0.7011719
92435804622522,2,196.875,9,-332
92435794512906,3,-0.3659668,0.94140625,0.09576416
92435823298521,1,-0.7133789,-8.0625,-0.55029297
92435814722522,2,197.75,8.09375,-333
92435804612906,3,-0.39794922,0.9926758,0.15637207
92435833398521,1,-0.51220703,-8.140625,-0.33740234
92435824822522,2,197.75,8.09375,-333
92435814712906,3,-0.5288086,1.0654297,0.2298584
92435843498521,1,-0.28955078,-8.203125,0.10772705
92435834922522,2,198.375,7.1992188,-331
92435824812906,3,-0.63183594,1.1621094,0.2788086
92435853598521,1,-0.11730957,-8.34375,0.74902344
92435845022522,2,198.375,7.1992188,-331
92435834912906,3,-0.6669922,1.2832031,0.2956543
92435863698521,1,-0.12927246,-8.5,0.7919922
92435855122522,2,197.5,7.5,-330.75
92435845012906,3,-0.703125,1.390625,0.23510742
92435873798521,1,-0.31347656,-8.640625,0.61279297
92435865222522,2,198.75,6.8984375,-329.25
92435855112906,3,-0.75439453,1.40625,0.17346191
92435883898521,1,-0.49536133,-8.7890625,0.47387695
92435875322522,2,198.75,6.8984375,-329.25
92435865212906,3,-0.7084961,1.3466797,0.17236328
92435893998521,1,-1.0820312,-9.6171875,0.9526367
92435885422522,2,198.25,6.296875,-329
92435875312906,3,-0.5839844,1.2353516,0.2319336
92435904098521,1,-1.6132812,-10.2734375,1.4599609
92435895522522,2,198.25,6.296875,-329
92435885412906,3,-0.52246094,1.0869141,0.2956543
92435914198521,1,-1.3974609,-9.875,1.5361328
92435905622522,2,197.5,6.8984375,-327.75
92435895512906,3,-0.56152344,0.95654297,0.33081055
92435924298521,1,-1.0097656,-9.5703125,1.3261719
92435915722522,2,197.5,6.8984375,-327.75
92435905612906,3,-0.7084961,0.8852539,0.36376953
92435934398521,1,-1.1679688,-9.90625,1.2753906
92435925822522,2,199.75,6.5976562,-327
92435915712906,3,-0.87646484,0.8833008,0.42138672
92435944498521,1,-1.3789062,-10.5078125,1.5341797
92435935922522,2,199.75,6.5976562,-327
92435925812906,3,-0.8598633,0.93603516,0.45532227
92435954598521,1,-1.5673828,-10.890625,1.9775391
92435946022522,2,198.75,6.5976562,-325.75
92435935912906,3,-0.62109375,1.0654297,0.46704102
92435964698521,1,-1.6494141,-10.78125,0.7036133
92435956122522,2,199.25,6,-324.75
92435946012906,3,-0.3840332,1.2861328,0.39672852
92435974798521,1,-1.5917969,-11.4375,0.5600586
92435966222522,2,199.25,6,-324.75
92435956112906,3,-0.23937988,1.3818359,0.3383789
92435984898521,1,-1.7109375,-12.1015625,1.6367188
92435976322522,2,199,4.796875,-325.5
92435966212906,3,-0.09362793,1.3408203,0.38305664
92435994998521,1,-1.9912109,-12.0859375,2.0996094
92435986422522,2,199,4.796875,-325.5
92435976312906,3,0.2084961,1.3144531,0.35742188
92436005098521,1,-2.0898438,-12.28125,1.9677734
92435996522522,2,199.625,4.796875,-324.75
92435986412906,3,0.4128418,1.2412109,0.26708984
92436015198521,1,-1.7041016,-11.8359375,1.9960938
92436006622522,2,199.625,4.796875,-324.75
92435996512906,3,0.40112305,1.0810547,0.21911621
92436025298521,1,-1.4433594,-10.9921875,1.9960938
92436016722522,2,198.25,5.0976562,-323.5
92436006612906,3,0.30737305,0.9394531,0.19152832
92436035398521,1,-1.8525391,-10.578125,1.6347656
92436026822522,2,198.25,5.0976562,-323.5
92436016712906,3,0.07977295,0.86279297,0.13513184
92436045498521,1,-2.3085938,-10.9375,1.2226562
92436036922522,2,199,5.3984375,-323
92436026812906,3,-0.22875977,0.7988281,0.07659912
92436055598521,1,-2.3261719,-11.6484375,0.2944336
92436047022522,2,198.625,4.796875,-323.5
92436036912906,3,-0.4638672,0.77978516,0.03829956
92436065698521,1,-2.2753906,-12.71875,-1.3310547
92436057122522,2,198.625,4.796875,-323.5
92436047012906,3,-0.40527344,0.8959961,-0.014892578
92436075798521,1,-2.6347656,-12.015625,-1.1054688
92436067222522,2,199.25,4.5,-321.25
92436057112906,3,-0.25,0.9628906,-0.020217896
92436085898521,1,-2.6972656,-9.984375,-0.6245117
92436077322522,2,199.25,4.5,-321.25
92436067212906,3,-0.03616333,1.0292969,0.008506775
92436095998521,1,-2.7636719,-9.5546875,-0.8330078
92436087422522,2,197.875,6.296875,-323
92436077312906,3,0.23083496,1.1826172,-0.011703491
92436106098521,1,-2.5742188,-10.453125,-0.57910156
92436097522522,2,197.875,6.296875,-323
92436087412906,3,0.52441406,1.2177734,-0.025527954
92436116198521,1,-2.0058594,-10.7734375,0.035888672
92436107622522,2,197.875,4.5,-323.5
92436097512906,3,1.0117188,1.2197266,-0.0063819885
92436126298521,1,-1.8837891,-10.2421875,0.63427734
92436117722522,2,197.875,4.5,-323.5
92436107612906,3,1.6044922,1.2939453,-0.029785156
92436136398521,1,-2.0839844,-9.609375,1.3095703
92436127822522,2,197.25,5.6992188,-324.25
92436117712906,3,2.0019531,1.3417969,-0.07977295
92436146498521,1,-2.3828125,-9.515625,2.5253906
92436137922522,2,196.75,6.296875,-326.25
92436127812906,3,2.265625,1.3144531,-0.07128906
92436156598521,1,-2.5722656,-9.703125,3.2832031
92436148022522,2,196.75,6.296875,-326.25
92436137912906,3,2.3007812,1.3417969,-0.05532837
92436166698521,1,-2.7324219,-9.5390625,2.28125
92436158122522,2,196.5,6.8984375,-327.25
92436148012906,3,1.9169922,1.4316406,-0.12976074
92436176798521,1,-2.6796875,-9.6015625,0.93359375
92436168222522,2,196.5,6.8984375,-327.25
92436158112906,3,1.2626953,1.453125,-0.10638428
92436186898521,1,-2.4648438,-9.4140625,0.6533203
92436178322522,2,197.25,6.296875,-326.5
92436168212906,3,0.48413086,1.4121094,-0.018081665
92436196998521,1,-2.6035156,-10.03125,0.99072266
92436188422522,2,197.25,6.296875,-326.5
92436178312906,3,-0.21496582,1.3818359,-0.007446289
92436207098521,1,-3.0859375,-10.734375,2.1816406
92436198522522,2,197.5,6.5976562,-325.5
92436188412906,3,-0.8383789,1.2958984,-0.030853271
92436217198521,1,-3.2207031,-10.09375,3.6425781
92436208622522,2,197.5,6.5976562,-325.5
92436198512906,3,-1.1943359,1.1660156,-0.03829956
92436227298521,1,-2.9238281,-9.8671875,4.140625
92436218722522,2,195.625,6,-324.5
92436208612906,3,-1.2167969,1.0732422,-0.060638428
92436237398521,1,-2.7070312,-10.21875,3.7675781
92436228822522,2,196.875,5.6992188,-322.5
92436218712906,3,-1.1708984,0.95751953,-0.10424805
92436247498521,1,-2.3125,-10.234375,3.7011719
92436238922522,2,196.875,5.6992188,-322.5
92436228812906,3,-0.9790039,0.77685547,-0.117004395
92436257598521,1,-1.8837891,-10.0390625,4.0078125
92436249022522,2,194.75,6.8984375,-324.25
92436238912906,3,-0.5859375,0.64697266,-0.10424805
92436267698521,1,-1.7470703,-9.765625,3.8769531
92436259122522,2,194.75,6.8984375,-324.25
92436249012906,3,-0.21166992,0.59277344,-0.09576416
92436277798521,1,-1.7763672,-9.7265625,3.2734375
92436269222522,2,195,5.0976562,-322.75
92436259112906,3,0.04360962,0.54785156,-0.07019043
92436287898521,1,-1.3447266,-9.1328125,1.1201172
92436279322522,2,195,5.0976562,-322.75
92436269212906,3,0.20007324,0.5678711,-0.024475098
92436297998521,1,-0.9741211,-7.8359375,-1.3212891
92436289422522,2,196.125,5.0976562,-321.25
92436279312906,3,0.40649414,0.69873047,0.024475098
92436308098521,1,-1.3134766,-9.3828125,-1.1386719
92436299522522,2,196.125,5.0976562,-321.25
92436289412906,3,0.6723633,0.6948242,0.03616333
92436318198521,1,-1.9677734,-11.296875,0.04067993
92436309622522,2,195.125,6,-323
92436299512906,3,0.6201172,0.6191406,0.035095215
92436328298521,1,-2.3144531,-10.4453125,0.62939453
92436319722522,2,195.125,6,-323
92436309612906,3,0.5341797,0.6245117,0.07446289
92436338398521,1,-2.03125,-8.6953125,0.49316406
92436329822522,2,196,5.6992188,-323.25
92436319712906,3,0.46484375,0.70214844,0.07446289
92436348498521,1,-1.8886719,-8.1015625,0.2919922
92436339922522,2,195,5.6992188,-322.75
92436329812906,3,0.056396484,0.75,0.04574585
92436358598521,1,-1.8935547,-8.78125,0.60302734
92436350022522,2,195,5.6992188,-322.75
92436339912906,3,-0.51464844,0.6923828,0.04574585
92436368698521,1,-1.890625,-9.8828125,1.1992188
92436360122522,2,194.625,5.6992188,-321.5
92436350012906,3,-0.81152344,0.65722656,0.06488037
92436378798521,1,-1.9296875,-10.6328125,1.8144531
92436370222522,2,194.625,5.6992188,-321.5
92436360112906,3,-0.6796875,0.69384766,0.06488037
92436388898521,1,-1.7900391,-10.59375,1.4501953
92436380322522,2,196,6,-321.5
92436370212906,3,-0.30737305,0.77685547,0.061706543
92436398998521,1,-1.75,-10.0546875,0.1340332
92436390422522,2,196,6,-321.5
92436380312906,3,0.1809082,0.86621094,0.07019043
92436409098521,1,-1.9892578,-10.296875,-0.32788086
92436400522522,2,194.125,6,-321.75
92436390412906,3,0.72216797,0.87158203,0.05532837
92436419198521,1,-2.4414062,-11.171875,0.56933594
92436410622522,2,194.125,6,-321.75
92436400512906,3,1.0878906,0.7734375,-0.005317688
92436429298521,1,-2.7109375,-11.3828125,1.3691406
92436420722522,2,195.5,5.6992188,-322.5
92436410612906,3,1.2509766,0.6977539,-0.056396484
92436439398521,1,-2.8007812,-10.5,1.5585938
92436430822522,2,193.875,6.296875,-324.5
92436420712906,3,1.2539062,0.6586914,-0.06488037
92436449498521,1,-2.5078125,-9.2265625,1.4882812
92436440922522,2,193.875,6.296875,-324.5
92436430812906,3,1.0976562,0.5830078,-0.06384277
92436459598521,1,-2.1386719,-8.65625,1.4355469
92436451022522,2,194.5,6.8984375,-324.25
92436440912906,3,0.7817383,0.46069336,-0.07019043
92436469698521,1,-1.9199219,-8.9765625,1.3476562
92436461122522,2,194.5,6.8984375,-324.25
92436451012906,3,0.3935547,0.33203125,-0.07550049
92436479798521,1,-1.8857422,-9.6328125,1.2685547
92436471222522,2,195.5,6,-324.25
92436461112906,3,0.15209961,0.22558594,-0.07128906
92436489898521,1,-1.9003906,-10.15625,1.1347656
92436481322522,2,195.5,6,-324.25
92436471212906,3,0.16491699,0.17871094,-0.056396484
92436499998521,1,-1.9101562,-10.4296875,1.1132812
92436491422522,2,194.75,6.8984375,-327.25
92436481312906,3,0.39038086,0.14038086,-0.030853271
92436510098521,1,-1.8955078,-10.6015625,0.8833008
92436501522522,2,194.75,6.8984375,-327.25
92436491412906,3,0.80859375,0.14038086,0.0010633469
92436520198521,1,-2.09375,-10.765625,0.31347656
92436511622522,2,194.75,6.5976562,-326
92436501512906,3,1.3515625,0.20959473,0.01701355
92436530298521,1,-2.4257812,-10.875,0.25610352
92436521722522,2,193.875,6.8984375,-327
92436511612906,3,1.9375,0.22558594,0.0063819885
92436540398521,1,-2.1679688,-10.3515625,0.6557617
92436531822522,2,193.875,6.8984375,-327
92436521712906,3,2.5,0.24255371,-0.0021266937
92436550498521,1,-1.8291016,-9.140625,1.2949219
92436541922522,2,194.25,6.296875,-328.75
92436531812906,3,2.8183594,0.39257812,-0.0031909943
92436560598521,1,-1.8291016,-9.140625,1.2949219
92436552022522,2,194.25,6.296875,-328.75
92436541912906,3,2.3828125,0.59375,-0.060638428
92436570698521,1,-1.8359375,-6.96875,2.2617188
92436562122522,2,194.5,7.796875,-329.5
92436552012906,3,1.2978516,0.68408203,-0.121276855
92436580798521,1,-2.2070312,-5.109375,2.3867188
92436572222522,2,194.5,7.796875,-329.5
92436562112906,3,-0.014892578,0.63427734,-0.07763672
92436590898521,1,-2.5488281,-5.6679688,1.7304688
92436582322522,2,193.875,6.8984375,-328.75
92436572212906,3,-1.2255859,0.5073242,-0.01701355
92436600998521,1,-2.7480469,-7.7070312,0.8925781
92436592422522,2,193.875,6.8984375,-328.75
92436582312906,3,-1.2255859,0.5073242,-0.01701355
92436611098521,1,-2.6308594,-10.0078125,0.859375
92436602522522,2,193.75,6,-327.75
92436592412906,3,-1.8320312,0.36914062,0.037231445
92436621198521,1,-2.34375,-11.296875,1.9267578
92436612622522,2,194.5,6.8984375,-326.5
92436602512906,3,-1.8222656,0.30541992,0.10852051
92436631298521,1,-2.0917969,-11.3671875,2.8066406
92436622722522,2,194.5,6.8984375,-326.5
92436612612906,3,-1.5078125,0.36914062,0.15002441
92436641398521,1,-2.2421875,-11.1171875,3.2832031
92436632822522,2,194.25,6.8984375,-324.5
92436622712906,3,-1.1552734,0.46069336,0.13830566
92436651498521,1,-2.5820312,-10.921875,3.5859375
92436642922522,2,194.25,6.8984375,-324.5
92436632812906,3,-0.8457031,0.44799805,0.119140625
92436661598521,1,-2.6015625,-10.7578125,3.7460938
92436653022522,2,193,7.1992188,-324.25
92436642912906,3,-0.5317383,0.39257812,0.08935547
